timestamp,volume,open,low,high,close,t_plus,longs,shorts,entry,returns,holding,direction
2021-12-20 07:00:00,304.61513739,46570.0,46126.5,46570.0,46432.5,46447.0,0,0,0,0.0,0,0
2021-12-20 08:00:00,206.61381194,46447.0,46154.5,46571.0,46292.5,46275.0,0,0,0,0.0,0,0
2021-12-20 09:00:00,591.38528222,46275.0,45835.5,46322.0,45854.5,45855.5,0,0,0,0.0,0,0
2021-12-20 10:00:00,268.08119536,45855.5,45800.0,46173.5,45885.0,45899.5,0,0,0,0.0,0,0
2021-12-20 11:00:00,322.01850666,45899.5,45836.5,46165.5,46122.0,46099.0,0,0,0,0.0,0,0
2021-12-20 12:00:00,293.13064364,46099.0,45659.5,46118.5,45770.0,45770.0,0,0,0,0.0,0,0
2021-12-20 13:00:00,239.96538635,45770.0,45611.0,46019.5,45719.5,45740.0,0,0,0,0.0,0,0
2021-12-20 14:00:00,959.51632599,45740.0,45590.5,46377.5,46348.5,46351.5,0,-1,-1,0.0,0,0
2021-12-20 15:00:00,329.13750719,46351.5,45939.5,46351.5,46003.0,46005.0,0,0,0,0.0,0,0
2021-12-20 16:00:00,300.44702598000003,46005.0,45896.5,46526.5,46429.0,46433.0,0,0,0,0.0,0,0
2021-12-20 17:00:00,259.41097009,46433.0,46120.5,46530.0,46146.0,46140.5,0,0,0,0.0,0,0
2021-12-20 18:00:00,199.58711786,46140.5,46060.0,46363.5,46295.0,46294.5,0,0,0,0.0,0,0
2021-12-20 19:00:00,318.26667021000003,46294.5,46264.5,46726.0,46612.5,46618.5,0,0,0,0.0,0,0
2021-12-20 20:00:00,624.54044986,46618.5,46618.5,47287.0,47065.5,47065.5,0,0,0,0.0,0,0
2021-12-20 21:00:00,520.7245741,47065.5,47004.0,47576.5,47018.5,47018.5,1,0,1,0.0,0,0
2021-12-20 22:00:00,251.02531376000002,47018.5,46729.5,47139.5,46786.0,46788.0,0,0,0,0.0,0,0
2021-12-20 23:00:00,197.65308262,46788.0,46782.0,47126.0,46915.0,46933.5,0,0,0,0.0,0,0
2021-12-21 00:00:00,272.39523534,46933.5,46791.0,47104.5,46805.0,46823.0,0,0,0,0.0,0,0
2021-12-21 01:00:00,257.02074365,46823.0,46666.0,47030.5,46978.5,46977.5,0,0,0,0.0,0,0
2021-12-21 02:00:00,127.35508458,46977.5,46909.0,47103.5,46989.5,46984.0,0,0,0,0.0,0,0
2021-12-21 03:00:00,1007.54898786,46984.0,46949.5,48139.5,47983.5,47981.0,0,0,0,-0.035209216530209364,12,-1
2021-12-21 04:00:00,1209.49812324,47981.0,47981.0,48850.0,48612.5,48603.5,0,0,0,0.0,0,0
2021-12-21 05:00:00,932.34547786,48603.5,48366.0,48834.0,48678.0,48678.5,0,0,0,0.0,0,0
2021-12-21 06:00:00,192.55764611,48678.5,48401.5,48739.5,48594.0,48597.5,0,0,0,0.0,0,0
2021-12-21 07:00:00,314.97868008,48597.5,48475.5,48725.0,48641.0,48641.0,0,0,0,0.0,0,0
2021-12-21 08:00:00,795.84542183,48641.0,48582.0,49097.0,48630.0,48630.0,0,0,0,0.0,0,0
2021-12-21 09:00:00,468.68353996,48630.0,48491.5,48763.5,48646.5,48642.5,0,0,0,0.0,0,0
2021-12-21 10:00:00,142.5692098,48642.5,48618.0,48819.0,48705.0,48704.0,0,0,0,0.0,0,0
2021-12-21 11:00:00,258.21834212,48704.0,48678.0,48937.5,48907.5,48908.5,0,0,0,0.0,0,0
2021-12-21 12:00:00,789.32981157,48908.5,48701.5,49372.0,48777.0,48791.5,0,0,0,0.0,0,0
2021-12-21 13:00:00,234.88049054,48791.5,48635.0,49007.0,48962.0,48961.5,0,0,0,0.0,0,0
2021-12-21 14:00:00,369.29312477,48961.5,48574.5,49014.5,48662.0,48655.5,0,0,0,0.0,0,0
2021-12-21 15:00:00,513.47985672,48655.5,48309.5,48818.5,48449.5,48449.5,0,0,0,0.0,0,0
2021-12-21 16:00:00,239.64832419,48449.5,48409.0,48784.0,48717.0,48713.0,0,0,0,0.0,0,0
2021-12-21 17:00:00,161.92645766,48713.0,48607.0,48896.5,48669.0,48675.0,0,0,0,0.0,0,0
2021-12-21 18:00:00,108.79332964,48675.0,48463.5,48712.5,48484.0,48484.0,0,0,0,0.0,0,0
2021-12-21 19:00:00,186.34847668,48484.0,48356.5,48684.0,48655.0,48646.5,0,0,0,0.0,0,0
2021-12-21 20:00:00,203.37376812,48646.5,48479.0,48828.5,48638.0,48613.0,0,0,0,0.0,0,0
2021-12-21 21:00:00,445.70221126,48613.0,48550.5,49210.0,49117.5,49104.0,0,0,0,0.0,0,0
2021-12-21 22:00:00,78.48128942,49104.0,48998.0,49320.0,49319.5,49319.5,0,0,0,0.0,0,0
2021-12-21 23:00:00,150.16012116,49319.5,48891.5,49332.5,48929.0,48923.0,1,0,1,0.0,0,0
2021-12-22 00:00:00,246.16860879,48923.0,48640.0,49004.0,48672.5,48672.5,0,0,0,0.0,0,0
2021-12-22 01:00:00,172.20124844,48672.5,48616.0,48863.5,48844.5,48845.5,0,-1,-1,0.0,0,0
2021-12-22 02:00:00,470.17108316,48845.5,48772.0,49642.0,49362.5,49367.0,0,0,0,0.0,0,0
2021-12-22 03:00:00,101.43634959,49367.0,49206.0,49476.5,49286.5,49312.0,0,0,0,0.0,0,0
2021-12-22 04:00:00,105.58247489,49312.0,49144.5,49380.0,49365.0,49365.5,0,0,0,0.0,0,0
2021-12-22 05:00:00,163.01254382,49365.5,48974.0,49379.5,49008.5,49011.5,0,0,0,0.0,0,0
2021-12-22 06:00:00,88.81218658,49011.5,48978.0,49266.0,49115.5,49104.0,0,0,0,0.0,0,0
2021-12-22 07:00:00,294.87751673,49104.0,49104.0,49360.5,49265.5,49266.5,0,0,0,0.0,0,0
2021-12-22 08:00:00,284.08651288,49266.5,49153.0,49601.5,49332.5,49328.0,0,0,0,0.0,0,0
2021-12-22 09:00:00,270.00436118,49328.0,48880.5,49380.5,48980.0,48969.0,0,0,0,0.0,0,0
2021-12-22 10:00:00,185.1237481,48969.0,48890.0,49200.0,49121.0,49121.5,0,0,0,0.0,0,0
2021-12-22 11:00:00,122.78102885,49121.5,48957.0,49285.5,49031.5,49042.5,0,0,0,0.0,0,0
2021-12-22 12:00:00,359.0089418,49042.5,48538.5,49178.0,48610.0,48608.5,0,0,0,-0.006397808801586136,12,1
2021-12-22 13:00:00,298.78237471,48608.5,48474.5,48816.5,48591.0,48599.0,0,0,0,0.0,0,0
2021-12-22 14:00:00,283.48611631,48599.0,48561.0,48997.5,48855.5,48850.0,0,0,0,0.0,0,0
2021-12-22 15:00:00,199.15395724,48850.0,48676.0,48965.5,48943.0,48924.0,0,0,0,0.0,0,0
2021-12-22 16:00:00,269.10079115,48924.0,48831.0,49300.0,49031.0,49029.0,0,0,0,0.0,0,0
2021-12-22 17:00:00,227.37213698,49029.0,48750.0,49155.5,48767.5,48760.5,0,0,0,0.0,0,0
